id,predicted_price
2591820310,381828.6700057899
7974200820,789737.1282098582
7701450110,1194464.920978476
9522300010,2026775.9791938907
9510861140,711715.5138764295
1761300310,268329.2596257927
7732410120,699692.5689842281
7010701383,551468.5421532423
291310170,456117.29604705394
4232901990,536374.3097830719
6840701125,549265.0955330763
3971700580,410932.0376835728
4202400078,233288.4339231548
6064800090,379660.0772873317
2626119028,239512.56174815068
3303980660,919212.1022463313
862000020,780941.1486732359
2386000070,1044266.8107253793
1138000450,369618.6502638454
1775800420,473782.8511562521
2291401425,403862.5034916213
2025770560,785540.3629456725
3525069037,712970.9953333455
9324800450,542618.1310847427
8080400136,543617.9729197365
8651540040,495983.55864647846
9407001790,268712.8566286232
1773101530,237445.9260840708
9432900250,320004.9965282321
1794500695,612204.331606723
2220069003,359348.38390966447
923000120,596350.5715652048
5728000060,565786.8343672091
16000200,231019.01440905032
1926059094,421719.93786445097
6672900220,1016728.6552959083
3629860060,885354.3900971927
1822069109,384945.2013165565
6675500105,326396.20822209364
249000180,1813898.4809626655
226059065,445769.78070447216
396100110,281397.92342070333
9264450460,367735.9715310312
7853361210,365515.0185510821
9474700020,279808.8831116074
421000455,249570.03043011297
3755200220,365171.9894212067
7960100075,448148.54352106206
9477100490,385058.6262683117
9138100350,714632.759262181
1624049275,490257.43838670856
2770606890,475608.5337961353
1157200189,436141.09583149734
2770601800,538886.2664975631
9301300805,493367.91057754855
2325069032,979679.699223977
1021079099,388745.0913884397
7215730040,731291.1175641064
1853200080,488345.9870074186
3224600340,826298.6014368356
3222049120,401175.09227932076
2113700025,308633.6417401861
7893207925,189095.03168868533
3586501085,519635.54521903064
8024200010,342476.2837854077
7116500705,158499.2241664744
1598600209,264063.78366990614
7204200025,1162126.3636331474
4206901505,555730.0722571473
2937300440,869671.2533281475
7205000180,326228.47060563817
8718500665,329295.2742854541
5318101765,862770.7746118162
4122700020,936924.5812193172
8078700020,494508.44769269304
3303980680,943301.3486749809
8924100372,1219082.1511048665
2781270210,226277.21505798856
519000043,568029.9950356272
3225069301,1495679.9947727297
151000075,732003.6596042953
2297400020,409426.09532693285
6617500085,619666.996116752
104510180,237080.3113530256
3528900060,1083388.4407936959
3345100286,473559.8484494547
1226039130,439567.0857264819
8712100720,759190.5372085216
3037200010,470371.72209197655
3626039268,426249.1416413811
104510230,265143.3980593196
5112800060,430271.57964709925
6072400280,645216.2877028086
5317100570,917834.0980987207
9528102993,524014.5374478428
2919201095,535118.6734281065
6181400920,229266.56954159064
185000161,240025.81631459395
8691400010,790022.6579499065
3345700165,537461.2192029299
6151800486,201421.14077990723
4340000080,1308341.1802853337
4136960010,462088.58618323214
3634100030,302530.6358149087
1624059224,937924.7705921531
2788400090,235462.91231334565
9828200762,449503.8350212793
7524400250,519304.4749081117
3528000290,708642.3044828315
5700003630,1955690.4719688962
2720069019,325869.4026975649
7227501170,193982.4575898629
2397101270,559512.5363390394
6792100090,650841.5675264067
2770602265,568924.153064328
3971700937,270819.5773906368
422049203,197215.77420014734
3076500830,319155.09207847354
1423400260,330987.40868543094
9161100795,584800.1970431955
3126049052,456579.51465715404
5100401468,388726.55171441345
514500235,408353.4175423068
1423200170,171215.54183232074
1402100070,416731.0351886142
624110020,679165.209232679
2407000145,194431.13401731182
1890000225,798451.0307478122
1320069271,281558.25594585144
5490700085,340975.90750048426
263000155,468288.7411450488
3726800201,467120.8674616313
5153200358,321087.4229840565
2725079018,719838.1261975638
7165700200,271900.65003843885
9429000170,576288.1708918638
8718500075,409319.3045757379
1760650950,338232.18233915995
1068000559,1303903.178185296
4113800500,731325.4585925139
4077800507,463190.7967859727
2725069150,796917.7113447284
4008400035,732185.5928649567
7016310270,413573.8103973916
1432701230,240429.22771489082
3278606050,438585.30337468185
2473350710,404619.35035764915
2185000685,164168.08349570775
7792000025,411221.6204939951
6868200029,490737.268102747
624069003,707299.3115118825
7431500280,793927.9168952719
3296000040,592010.2655404044
1118001215,1338747.7689907076
6453900040,659808.0783682226
333100209,779629.992036913
34001765,607223.6935928698
8946700100,358694.17332530266
5561401210,557952.3913185332
6671900095,335631.53689423756
3275850020,762039.024736489
3876300600,430918.2265758329
1450900020,279610.867898874
8562780280,304626.83250378375
7663700973,304851.96124178066
2126049032,359016.79621799174
1823059159,181745.0656545467
3438503426,349172.57611547696
9297301495,612111.3064032487
7140700850,380984.58860612113
7942601805,682543.6468404765
2555900030,342103.2401411251
2887970040,251912.6434718463
7419700010,583941.1856375092
2239000011,398680.9038806005
9283800050,363543.9894929131
9407001340,266630.0359155335
217500140,630836.7764560486
7212660520,203830.45582531035
3298201170,315745.7892248242
